Species,Networks
ficus clusiifolia,Lima_2016_row_names.csv; M_SD_010_single_partners_added_row_names.csv
ficus coerulescens,Dehling_2017_San_Pedro_2_row_names.csv
ficus colubrinae,Palmeirim_1989_row_names.csv; Santiago_2014_close_to_remnant_row_names.csv; Santiago_2014_far_from_remnant_row_names.csv
ficus correa2016 unidsp 1,Correa_2016_Apaporis_row_names.csv; Correa_2016_Caqueta_row_names.csv
ficus correa2016 unidsp 2,Correa_2016_Caqueta_row_names.csv
ficus correa2016 unidsp 3,Correa_2016_Caqueta_row_names.csv
ficus cotinifolia,Fleming_1977_row_names.csv; Garcia_Morales_2012_row_names.csv; Ramos_Robles_2016_net7_row_names.csv; Ramos_Robles_2016_net8_row_names.csv; Santiago_2014_close_to_remnant_row_names.csv; Santiago_2014_far_from_remnant_row_names.csv
ficus crocata,Munin_2012_row_names.csv
ficus daru2015 unidsp 1,Daru_2015_row_names.csv
ficus deoliveira unidsp 300,de_Oliveira_1999_row_names.csv
ficus dosreis unidsp 1,Dos_Reis_1983_Cult_et_form_sec_row_names.csv
ficus drupacea,M_SD_002_row_names.csv; VELHO_row_names.csv; VELHO2_row_names.csv
ficus engel2000 unidsp 1,Engel_2000_row_names.csv
ficus enormis,Faria_1996_row_names.csv; Mello_2014_Mata_de_Grota_row_names.csv
ficus erecta,Chen_1999_row_names.csv
ficus exasperata,M_SD_034_row_names.csv
ficus eximia,Novoa_2011_row_names.csv
ficus fadini2004 unidsp 945,Fadini_2004_row_names.csv
ficus faria1996 unidsp 1,Faria_1996_row_names.csv
ficus faria1996 unidsp 2,Faria_1996_row_names.csv
ficus fleming1977 unidsp mult,Fleming_1977_row_names.csv
ficus garcia-estrada2012 unidsp 2,Garcia_Estrada_2012_row_names.csv
ficus garcia-estrada2012 unidsp 3,Garcia_Estrada_2012_row_names.csv
ficus garcia-morales2012 unidsp 1,Garcia_Morales_2012_row_names.csv
ficus garciaet unidsp 1,Garcia_et_al_2000_row_names.csv
ficus garciaet unidsp 2,Garcia_et_al_2000_row_names.csv
ficus garciaet unidsp 3,Garcia_et_al_2000_row_names.csv
ficus genrich2017 unidsp 270,Genrich_2017_row_names.csv
ficus glumosa,Hovestadt_1997_row_names.csv
ficus gomelleira,Gomes_2013_row_names.csv; Novoa_2011_row_names.csv; SARM_whole_network_from_paper_row_names.csv; Souza_Laurindo_2017_row_names.csv
ficus gomes2013 unidsp 388,Gomes_2013_row_names.csv
ficus gorchov1995 unidsp 1,Gorchov_1995_row_names.csv
ficus gorchov1995 unidsp 2,Gorchov_1995_row_names.csv
ficus gorchov1995 unidsp 3,Gorchov_1995_row_names.csv
ficus gorchov1995 unidsp 4,Gorchov_1995_row_names.csv
ficus gorchov1995 unidsp 42,Gorchov_1995_row_names.csv
ficus gorchov1995 unidsp 9,Gorchov_1995_row_names.csv
ficus gul,M_SD_002_row_names.csv
ficus hirsuta,de_Oliveira_1999_row_names.csv
ficus hispida,Kamruzzaman_2008_row_names.csv
ficus ingens,Daru_2015_row_names.csv; Hovestadt_1997_row_names.csv
ficus insipida,Brito_2010_row_names.csv; Castano_2018_row_names.csv; Castro_Luna_2012_row_names.csv; Dos_Reis_1983_Cult_et_form_sec_row_names.csv; Faria_1996_row_names.csv; Gomes_2013_row_names.csv; Lopez_and_Vaughn_2004_row_names.csv; Munin_2012_row_names.csv; Palmeirim_1989_row_names.csv; Preciado_Benitez_2015_row_names.csv; Ramos_Robles_2016_net10_row_names.csv; Ramos_Robles_2016_net7_row_names.csv; Ramos_Robles_2016_net8_row_names.csv; Robinson_2015_row_names.csv; Zapata_Mesa_2017_MR_September_row_names.csv
ficus lamponga,Kamruzzaman_2008_row_names.csv
ficus lapathifolia,Castro_Luna_2012_row_names.csv
ficus laurifolia,Daru_2015_row_names.csv
ficus lima2016 unidsp 1,Lima_2016_row_names.csv
ficus lima2016 unidsp 2,Lima_2016_row_names.csv
ficus lima2016 unidsp 3,Lima_2016_row_names.csv
ficus lou2005 unidsp 1,Lou_2005_row_names.csv
ficus lou2005 unidsp 2,Lou_2005_row_names.csv
ficus lou2005 unidsp 3,Lou_2005_row_names.csv
ficus lou2005 unidsp 4,Lou_2005_row_names.csv
ficus lou2007 unidsp 1,Lou_2007_row_names.csv
ficus lou2007 unidsp 2,Lou_2007_row_names.csv
ficus luschnathiana,Faria_1996_row_names.csv; M_SD_012_row_names.csv; Munster_2008_row_names.csv; Passos_2003_row_names.csv; Sanchez_2012_Iguazu_row_names.csv
ficus lutea,Daru_2015_row_names.csv; Engel_2000_row_names.csv; Menke_2012_edge_highly_dist_row_names.csv; Menke_2012_edge_little_dist_row_names.csv; Menke_2012_interior_highly_dist_row_names.csv; Menke_2012_interior_little_dist_row_names.csv
ficus mancina2007 unidsp 1,Mancina_2007_dry_row_names.csv
ficus maxima,Arias_Arone_2016_row_names.csv; Dos_Reis_1983_Cult_et_form_sec_row_names.csv; Garcia_Morales_2012_row_names.csv; Novoa_2011_row_names.csv; Preciado_Benitez_2015_row_names.csv
ficus mello2014 unidsp 1,Mello_2014_Mata_de_Grota_row_names.csv
ficus microcarpa,David_2011_tree_focal_watches_row_names.csv
ficus munster2008 unidsp 1,Munster_2008_row_names.csv
ficus munster2008 unidsp 2,Munster_2008_row_names.csv
ficus natalensis,M_SD_008_row_names.csv
ficus novoa2011 unidsp 1,Novoa_2011_row_names.csv
ficus novoa2011 unidsp 2,Novoa_2011_row_names.csv
ficus novoa2011 unidsp 3,Novoa_2011_row_names.csv
ficus nymphaeifolia,Lopez_and_Vaughn_2004_row_names.csv
ficus obtusifolia,Garcia_Morales_2012_row_names.csv; Lou_2005_row_names.csv; Munin_2012_row_names.csv; Novoa_2011_row_names.csv
ficus obtusiuscula,Lou_2005_row_names.csv
ficus odoardi,M_SD_002_row_names.csv
ficus palmata,Palita_2011_row_names.csv
ficus palmeirim1989 unidsp 2,Palmeirim_1989_row_names.csv
ficus passos2003 unidsp 1,Passos_2003_row_names.csv
ficus pedro1992 unidsp 1,Pedro_1992_row_names.csv
ficus pertusa,Correa_2016_Caqueta_row_names.csv; Garcia_Estrada_2012_row_names.csv; Lopez_and_Vaughn_2004_row_names.csv; Palmeirim_1989_row_names.csv
ficus platyphylla,Daru_2015_row_names.csv; Hovestadt_1997_row_names.csv
ficus polita,Hovestadt_1997_row_names.csv
ficus popenoei,Lopez_and_Vaughn_2004_row_names.csv
ficus pratt1985 unidsp 8,Pratt_1985_row_names.csv
ficus ramos-robles2016 unidsp 872,Ramos_Robles_2016_net6_row_names.csv
ficus ramos-robles2016 unidsp 909,Ramos_Robles_2016_net4_row_names.csv
ficus religiosa,Kamruzzaman_2008_row_names.csv; M_SD_010_single_partners_added_row_names.csv
ficus retusa,Hayashi_1996_row_names.csv
ficus sanchez2012 unidsp 401,Sanchez_2012_Iguazu_row_names.csv
ficus scassellatii,Engel_2000_row_names.csv
ficus silvaoliveira unidsp mult,Silva_Oliveira_2018_row_names.csv
ficus silveira2006 unidsp 655,Silveira_2006_row_names.csv
ficus souzalaurindo unidsp 1,Souza_Laurindo_2017_row_names.csv
ficus sp1 m_sd_003,M_SD_003_row_names.csv
ficus sp1 m_sd_004,M_SD_004_row_names.csv
ficus sp1 m_sd_005,M_SD_005_row_names.csv
ficus sp1 m_sd_006,M_SD_006_row_names.csv
ficus stuhlmannii,Engel_2000_row_names.csv
ficus subcordata,Suzuki_2007_row_names.csv
ficus sur,Engel_2000_row_names.csv; M_SD_034_row_names.csv
ficus suzuki2007 unidsp 3,Suzuki_2007_row_names.csv
ficus sycomorus,Daru_2015_row_names.csv; Engel_2000_row_names.csv
ficus tavares2007 unidsp mult,Tavares_2007_row_names.csv
ficus thonningii,Daru_2015_row_names.csv; Engel_2000_row_names.csv; Hovestadt_1997_row_names.csv; Menke_2012_edge_highly_dist_row_names.csv; Menke_2012_edge_little_dist_row_names.csv; Menke_2012_interior_highly_dist_row_names.csv; Menke_2012_interior_little_dist_row_names.csv
ficus tinctoria subsp gibbosa,Kamruzzaman_2008_row_names.csv
ficus tonduzii,Castano_2018_row_names.csv
ficus trichopoda,Hovestadt_1997_row_names.csv
ficus vogelii,M_SD_008_row_names.csv
ficus yoponensis,M_SD_010_single_partners_added_row_names.csv
ficus zamora-delgado2008 unidsp 1,Zamora_Delgado_2008_row_names.csv
ficus zamora-delgado2008 unidsp 2,Zamora_Delgado_2008_row_names.csv
ficus zapata-mesa2017 unidsp 1,Zapata_Mesa_2017_MR_September_row_names.csv
fimbristylis dichotoma,Nogales_2017_row_names.csv
flacourtiaceae arias-arone2016 unidsp 1,Arias_Arone_2016_row_names.csv
flueggea leucopyrus,David_2011_tree_focal_watches_row_names.csv
flueggea virosa,Engel_2000_row_names.csv
fragaria vesca,Jaroszewicz_2013_row_names.csv; M_SD_031_row_names.csv
frangula alnus,Albrecht_102_2012_row_names.csv; Albrecht_11_2012_row_names.csv; Albrecht_111_2011_row_names.csv; Albrecht_111_2012_row_names.csv; Albrecht_112_2011_row_names.csv; Albrecht_112_2012_row_names.csv; Albrecht_13_2012_row_names.csv; Albrecht_15_2012_row_names.csv; Albrecht_203_2012_row_names.csv; Albrecht_30_2012_row_names.csv; Albrecht_314_2012_row_names.csv; Albrecht_35_2012_row_names.csv; Albrecht_36_2012_row_names.csv; Costa_2013_endozoochory_row_names.csv; Jaroszewicz_2013_row_names.csv
frangula purshiana,Athie_2009_row_names.csv
freziera karsteniana,Dehling_2017_Wayqecha_3_row_names.csv; Dehling_2017_Wayqecha_4_row_names.csv
freziera lanata,SAAV1_row_names.csv
freziera reticulata,Dehling_2017_Wayqecha_2_row_names.csv
freziera uncinata,Dehling_2017_Wayqecha_4_row_names.csv
fuchsia excorticata,Burns_2013_row_names.csv; Garcia_2014_George_Denton_row_names.csv; Garcia_2014_Mount_Fyfee_Reserve_row_names.csv; Garcia_2014_Puhi_Puhi_River_row_names.csv; Garcia_2014_Zealandia_row_names.csv; Odonnell_1994_row_names.csv; Williams_1996_Marsden_row_names.csv
fuchsia lehmannii,Quitian_2018_2000Natural_row_names.csv; Zamora_Delgado_2008_row_names.csv
gagea lutea,Jaroszewicz_2013_row_names.csv
galium aparine,Jaroszewicz_2013_row_names.csv
galium mollugo,Jaroszewicz_2013_row_names.csv
galium palustre,Jaroszewicz_2013_row_names.csv
galium zamora-delgado2008 unidsp 959,Zamora_Delgado_2008_row_names.csv
garcinia hermonii,Jayasekara_2003_row_names.csv; Jayasekara_2007_row_names.csv
garcinia intermedia,Garcia_Estrada_2012_row_names.csv
garcinia merguensis,Suzuki_2007_row_names.csv
garuga pinnata,Kamruzzaman_2008_row_names.csv
gastonia sp1 m_sd_002,M_SD_002_row_names.csv
gaultheria bracteata,Dehling_2017_Wayqecha_2_row_names.csv; Dehling_2017_Wayqecha_3_row_names.csv; Dehling_2017_Wayqecha_4_row_names.csv
gaultheria buxifolia,Dehling_2017_Wayqecha_2_row_names.csv; Dehling_2017_Wayqecha_3_row_names.csv; Dehling_2017_Wayqecha_4_row_names.csv
gaultheria erecta,Zamora_Delgado_2008_row_names.csv
gaultheria myrsinoides,Dehling_2017_Wayqecha_1_row_names.csv
gaultheria reticulata,Dehling_2017_Wayqecha_1_row_names.csv; Dehling_2017_Wayqecha_2_row_names.csv
gaylussacia virgata,Faustino_2006_row_names.csv
geniostoma rupestre,Burns_2013_row_names.csv; Garcia_2014_George_Denton_row_names.csv; Garcia_2014_Zealandia_row_names.csv
genipa americana,Correa_2016_Caqueta_row_names.csv
geonoma elegans,Machado_de_Souza_2019_row_names.csv
geonoma wolfe2014 unidsp mult,Wolfe_2014_row_names.csv
geophila repens,Engel_2000_row_names.csv; M_SD_010_single_partners_added_row_names.csv
geranium robertianum,Jaroszewicz_2013_row_names.csv
gesneriaceae gorchov1995 unidsp 1,Gorchov_1995_row_names.csv
gesneriaceae zamora-delgado2008 unidsp 371,Zamora_Delgado_2008_row_names.csv
geum urbanum,Jaroszewicz_2013_row_names.csv
glenniea unijuga,Jayasekara_2007_row_names.csv
glochidion acuminatum,Chen_1999_row_names.csv
glochidion kamruzzaman2008 unidsp 874,Kamruzzaman_2008_row_names.csv
glochidion sp1 m_sd_002,M_SD_002_row_names.csv
glyceria fluitans,Jaroszewicz_2013_row_names.csv
glyceria lithuanica,Jaroszewicz_2013_row_names.csv
gnaphalium sylvaticum,Jaroszewicz_2013_row_names.csv
gnaphalium uliginosum,Jaroszewicz_2013_row_names.csv
gnetum suzuki2007 unidsp 1,Suzuki_2007_row_names.csv
godmania santiago2014 unidsp 174,Santiago_2014_far_from_remnant_row_names.csv
godmania santiago2014 unidsp 578,Santiago_2014_close_to_remnant_row_names.csv
gomidesia affinis,M_SD_012_row_names.csv
gonatopus boivinii,Engel_2000_row_names.csv
gonocaryum lobbianum,Suzuki_2007_row_names.csv
gossypioides kirkii,Engel_2000_row_names.csv
graffenrieda cucullata,Dehling_2017_San_Pedro_2_row_names.csv; Dehling_2017_San_Pedro_3_row_names.csv
graffenrieda emarginata,Quitian_2018_2000Natural_row_names.csv
grewia asiatica,Kamruzzaman_2008_row_names.csv
grewia glandulosa,Engel_2000_row_names.csv
grewia hexamita,Engel_2000_row_names.csv
griselinia littoralis,Odonnell_1994_row_names.csv; Wyman_2017_row_names.csv
guapira eggersiana,M_SD_010_single_partners_added_row_names.csv
guapira fragrans,M_SD_005_row_names.csv
guapira opposita,Andrade_2011_row_names.csv; Castro_2015_row_names.csv; de_Oliveira_1999_row_names.csv; Fadini_2004_row_names.csv; Machado_de_Souza_2019_row_names.csv
guarea guidonia,M_SD_003_row_names.csv; M_SD_004_row_names.csv; M_SD_005_row_names.csv; M_SD_006_row_names.csv
guarea macrophylla,Castro_2015_row_names.csv; Fadini_2004_row_names.csv; Machado_de_Souza_2019_row_names.csv
guatteria correa2016 unidsp 1,Correa_2016_Caqueta_row_names.csv
guatteria correa2016 unidsp 172,Correa_2016_Apaporis_row_names.csv
guatteria duodecima,Dehling_2017_San_Pedro_4_row_names.csv
guatteria glauca,SAAV1_row_names.csv; SAAV2_row_names.csv
guatteria quitian2018 unidsp 100,Quitian_2018_1000Natural_row_names.csv
guazuma ulmifolia,Athie_2009_row_names.csv; Garcia_Estrada_2012_row_names.csv
guettarda crispiflora,Dehling_2017_San_Pedro_1_row_names.csv; Dehling_2017_San_Pedro_2_row_names.csv; Dehling_2017_San_Pedro_3_row_names.csv
guettarda quitian2018 unidsp 101,Quitian_2018_1000Natural_row_names.csv
gurania acuminata,Gorchov_1995_row_names.csv
halleria lucida,M_SD_008_row_names.csv
hamelia patens,Blake_1992_row_names.csv; Palmeirim_1989_row_names.csv
hampea appendiculata,Blake_1992_row_names.csv; Palmeirim_1989_row_names.csv
haplocoelum inoploeum,Engel_2000_row_names.csv
harrisonia abyssinica,Engel_2000_row_names.csv
harungana madagascariensis,Engel_2000_row_names.csv; M_SD_034_row_names.csv; Menke_2012_edge_highly_dist_row_names.csv; Menke_2012_edge_little_dist_row_names.csv; Menke_2012_interior_highly_dist_row_names.csv; Menke_2012_interior_little_dist_row_names.csv
hedera azorica,M_SD_031_row_names.csv
hedera helix,Cruz_2013_Winter_row_names.csv; M_SD_020_row_names.csv; Snow_1988_DJF_row_names.csv; Snow_1988_JJA_row_names.csv; Snow_1988_MAM_row_names.csv; Sorensen_1981_row_names.csv
hedycarya arborea,Burns_2013_row_names.csv; Garcia_2014_Puhi_Puhi_River_row_names.csv; Odonnell_1994_row_names.csv
hedychium coronarium,Machado_de_Souza_2019_row_names.csv
hedychium gardneranum,M_SD_031_row_names.csv
hedyosmum angustifolium,Dehling_2017_Wayqecha_1_row_names.csv; Dehling_2017_Wayqecha_2_row_names.csv; SAAV1_row_names.csv; SAAV2_row_names.csv
hedyosmum brasiliense,Machado_de_Souza_2019_row_names.csv
hedyosmum cuatrecazanum,Dehling_2017_Wayqecha_3_row_names.csv
hedyosmum mexicanum,Garcia_Estrada_2012_row_names.csv; Hernandez_Montero_2015_B4_Dry_row_names.csv; Hernandez_Montero_2015_B4_Norte_row_names.csv
hedyosmum racemosum,SAAV1_row_names.csv; SAAV2_row_names.csv
hedyosmum tepuiense,Dehling_2017_San_Pedro_1_row_names.csv; Dehling_2017_San_Pedro_2_row_names.csv; Dehling_2017_San_Pedro_3_row_names.csv; Dehling_2017_San_Pedro_4_row_names.csv
hedyosmum zamora-delgado2008 unidsp 144,Zamora_Delgado_2008_row_names.csv
heisteria silvianii,Machado_de_Souza_2019_row_names.csv
helicia formosana,Chen_1999_row_names.csv; Suzuki_2007_row_names.csv
heliconia wagneriana,Blake_1992_row_names.csv
henriettea fascicularis,M_SD_003_row_names.csv; M_SD_004_row_names.csv
henriettea gorchov1995 unidsp 1,Gorchov_1995_row_names.csv
henriettea m_sd_010single unidsp 1,M_SD_010_single_partners_added_row_names.csv
henriettea tuberculosa,Blake_1992_row_names.csv
hernandia didymantha,Lopez_and_Vaughn_2004_row_names.csv
hesperomeles ferruginea,Dehling_2017_Wayqecha_1_row_names.csv; Dehling_2017_Wayqecha_2_row_names.csv; SAAV2_row_names.csv
heynea trifolia,David_2011_tree_focal_watches_row_names.csv; Jayasekara_2007_row_names.csv
hieracium laevigatum,Jaroszewicz_2013_row_names.csv
hieronyma alchorneoides,Castro_2015_row_names.csv; M_SD_010_single_partners_added_row_names.csv; Machado_de_Souza_2019_row_names.csv; SAAV1_row_names.csv; SAAV2_row_names.csv
hieronyma fendleri,Quitian_2018_2000Fragmented_row_names.csv; SAAV1_row_names.csv; SAAV2_row_names.csv
hieronyma zamora-delgado2008 unidsp 1,Zamora_Delgado_2008_row_names.csv
hippomane mancinella,Nogales_2017_row_names.csv
hirtella gracilipes,Lessa_2013_row_names.csv
hirtella zanzibarica,Engel_2000_row_names.csv
hohenbergia ridleyi,Faustino_2006_row_names.csv
holcus lanatus,Jaroszewicz_2013_row_names.csv; M_SD_031_row_names.csv
holcus mollis,Jaroszewicz_2013_row_names.csv
homalanthus novoguineensis,Pratt_1985_row_names.csv
homalanthus sp1 m_sd_002,M_SD_002_row_names.csv
horsfieldia irya,Jayasekara_2007_row_names.csv
hoslundia opposita,Engel_2000_row_names.csv
hugonia castaneifolia,Engel_2000_row_names.csv
hugonia serrata,David_2011_tree_focal_watches_row_names.csv
humiria balsamifera,Faustino_2006_row_names.csv
humiriastrum mussunungense,Lima_2016_row_names.csv
hyeronima clusioides,M_SD_005_row_names.csv
hymenaea verrucosa,Engel_2000_row_names.csv
hypericum humifusum,M_SD_031_row_names.csv
hypericum perforatum,Jaroszewicz_2013_row_names.csv
hyphaene compressa,Engel_2000_row_names.csv
hyphaene coriacea,Engel_2000_row_names.csv
hypoxis decumbens,Nogales_2017_row_names.csv
ilex affinis,Malacco_da_Silva_2014_row_names.csv
ilex aquifolium,Garcia_2016_row_names.csv; Peredo_2013_Pto_de_San_Lorenzo_row_names.csv; Peredo_2013_Puertos_de_Marabio_row_names.csv; Snow_1988_DJF_row_names.csv; Snow_1988_JJA_row_names.csv; Snow_1988_MAM_row_names.csv; Snow_1988_SON_row_names.csv
ilex fadini2004 unidsp 484,Fadini_2004_row_names.csv
ilex ficoidea,Chen_1999_row_names.csv
ilex formosana,Chen_1999_row_names.csv
ilex godajam,Kamruzzaman_2008_row_names.csv
ilex m_sd_010single unidsp 1,M_SD_010_single_partners_added_row_names.csv
ilex machado-de-souza2019 unidsp 909,Machado_de_Souza_2019_row_names.csv
ilex nervosa,Dehling_2017_San_Pedro_3_row_names.csv; Dehling_2017_San_Pedro_4_row_names.csv
ilex perado,M_SD_031_row_names.csv
ilex pseudobuxus,Castro_2015_row_names.csv
ilex theezans,Castro_2015_row_names.csv
impatiens noli-tangere,Jaroszewicz_2013_row_names.csv
indigofera paniculata,Engel_2000_row_names.csv
inga arias-arone2016 unidsp 1,Arias_Arone_2016_row_names.csv
inga correa2016 unidsp 12,Correa_2016_Apaporis_row_names.csv
inga edulis,Castro_2015_row_names.csv; Fadini_2004_row_names.csv
inga laurina,M_SD_003_row_names.csv; M_SD_004_row_names.csv
inga quitian2018 unidsp 100,Quitian_2018_1000Fragmented_row_names.csv
inga quitian2018 unidsp 101,Quitian_2018_1000Fragmented_row_names.csv
inga quitian2018 unidsp 200,Quitian_2018_2000Fragmented_row_names.csv
inga vera,M_SD_003_row_names.csv; M_SD_004_row_names.csv; M_SD_006_row_names.csv
ipomoea nil,Nogales_2017_row_names.csv
iryanthera grandis,Gorchov_1995_row_names.csv
isertia laevis,Dehling_2017_San_Pedro_1_row_names.csv; Dehling_2017_San_Pedro_3_row_names.csv; Quitian_2018_2000Natural_row_names.csv
isertia parviflora,M_SD_010_single_partners_added_row_names.csv
ixora venulosa,M_SD_009_row_names.csv
jasione montana,Jaroszewicz_2013_row_names.csv
jasminum fluminense,M_SD_034_row_names.csv
juanulloa mexicana,Castro_Luna_2012_row_names.csv; Garcia_Estrada_2012_row_names.csv
julbernardia magnistipulata,Engel_2000_row_names.csv
juncus articulatus,Jaroszewicz_2013_row_names.csv
juncus bufonius,Jaroszewicz_2013_row_names.csv
juncus effusus,Jaroszewicz_2013_row_names.csv; M_SD_031_row_names.csv
juncus jaroszewicz2013 unidsp 323,Jaroszewicz_2013_row_names.csv
juncus tenuis,Jaroszewicz_2013_row_names.csv
juniperus brevifolia,M_SD_031_row_names.csv
juniperus communis,M_SD_020_row_names.csv; Snow_1988_DJF_row_names.csv
juniperus oxycedrus,M_SD_020_row_names.csv; Traveset_1992_row_names.csv
juniperus phoenicea,M_SD_020_row_names.csv; Traveset_1992_row_names.csv
juniperus sabina,M_SD_020_row_names.csv
keetia cornelia,Hovestadt_1997_row_names.csv
keetia venosa,Engel_2000_row_names.csv
keetia zanzibarica,Engel_2000_row_names.csv
knema erratica,Suzuki_2007_row_names.csv
lacistema aggregatum,M_SD_010_single_partners_added_row_names.csv
laetia correa2016 unidsp 1,Correa_2016_Caqueta_row_names.csv
laetia procera,M_SD_010_single_partners_added_row_names.csv
lagerstroemia subcostata,Chen_1999_row_names.csv
lamium galeobdolon,Jaroszewicz_2013_row_names.csv
lamium maculatum,Jaroszewicz_2013_row_names.csv
landolphia engel2000 unidsp 1,Engel_2000_row_names.csv
landolphia engel2000 unidsp 2,Engel_2000_row_names.csv
landolphia kirkii,Engel_2000_row_names.csv
landolphia watsoniana,Engel_2000_row_names.csv
lannea acida,Hovestadt_1997_row_names.csv
lannea barteri,Hovestadt_1997_row_names.csv
lannea coromandelica,David_2011_tree_focal_watches_row_names.csv; Kamruzzaman_2008_row_names.csv
lannea schweinfurthii,Engel_2000_row_names.csv
lannea welwitschii,Hovestadt_1997_row_names.csv
lantana camara,Engel_2000_row_names.csv; Kamruzzaman_2008_row_names.csv; M_SD_034_row_names.csv; Nogales_2017_row_names.csv
lantana peduncularis,Nogales_2017_row_names.csv
lantana pohliana,de_Oliveira_1999_row_names.csv
lantana trifolia,Mancina_2007_dry_row_names.csv
lapsana communis,Jaroszewicz_2013_row_names.csv
lasianthus fordii,Chen_1999_row_names.csv
lathyrus pratensis,Jaroszewicz_2013_row_names.csv
lauraceae correa2016 unidsp 1,Correa_2016_Caqueta_row_names.csv
lauraceae machado-de-souza2019 unidsp 402,Machado_de_Souza_2019_row_names.csv
laurus azorica,M_SD_031_row_names.csv
laurus nobilis,Garcia_2014_Charles_Plimmer_row_names.csv
leandra aurea,Genrich_2017_row_names.csv; Machado_de_Souza_2019_row_names.csv
leandra australis,Machado_de_Souza_2019_row_names.csv
leandra blake1992 unidsp 707,Blake_1992_row_names.csv
leandra carassana,SAAV1_row_names.csv
leandra coriacea,Genrich_2017_row_names.csv
leandra genrich2017 unidsp 105,Genrich_2017_row_names.csv
leandra reversa,Machado_de_Souza_2019_row_names.csv
leandra variabilis,Machado_de_Souza_2019_row_names.csv
lecointea arias-arone2016 unidsp 1,Arias_Arone_2016_row_names.csv
lepisanthes tetraphylla,David_2011_tree_focal_watches_row_names.csv
lepismium lumbricoides,Blendinger_2015_row_names.csv
lettowianthus stellatus,Engel_2000_row_names.csv
leycesteria formosa,M_SD_031_row_names.csv; Williams_1996_Eves_row_names.csv; Williams_1996_Marsden_row_names.csv
licaria dehling2017 unidsp 853,Dehling_2017_Wayqecha_3_row_names.csv
ligaria cuneifolia,Dehling_2017_Wayqecha_3_row_names.csv
ligustrum vulgare,Snow_1988_DJF_row_names.csv; Snow_1988_SON_row_names.csv
lindera benzoin,M_SD_001_row_names.csv; Malmborg_1988_1980_row_names.csv; Malmborg_1988_1981_row_names.csv; Malmborg_1988_1982_row_names.csv
linociera pratt1985 unidsp 588,Pratt_1985_row_names.csv
liparophyllum gunnii,Wyman_2017_row_names.csv
lithocarpus suzuki2007 unidsp 1,Suzuki_2007_row_names.csv
lithocarpus thomsonii,Suzuki_2007_row_names.csv
litsea acuminata,Chen_1999_row_names.csv; Noma_1997_row_names.csv
litsea monopetala,Kamruzzaman_2008_row_names.csv; Sethi_2012_row_names.csv
litsea velho2na unidsp 75,VELHO2_row_names.csv
litsea velhona unidsp 800,VELHO_row_names.csv
livistona speciosa,Suzuki_2007_row_names.csv
lonicera arborea,M_SD_020_row_names.csv
lonicera caprifolium,Snow_1988_JJA_row_names.csv
lonicera etrusca,Fuentes_1994_row_names.csv; M_SD_020_row_names.csv
lonicera implexa,Costa_2013_endozoochory_row_names.csv
lonicera japonica,M_SD_001_row_names.csv
lonicera labbe2011 unidsp 944,Labbe_2011_row_names.csv
lonicera periclymenum,Costa_2013_endozoochory_row_names.csv; Snow_1988_JJA_row_names.csv; Snow_1988_SON_row_names.csv; Sorensen_1981_row_names.csv
lonicera splendida,M_SD_020_row_names.csv
lonicera xylosteum,Albrecht_102_2012_row_names.csv; Albrecht_111_2012_row_names.csv
lophomyrtus wyman2017 unidsp 780,Wyman_2017_row_names.csv
loranthaceae correa2016 unidsp 1,Correa_2016_Caqueta_row_names.csv
loranthaceae quitian2018 unidsp 202,Quitian_2018_2000Fragmented_row_names.csv
loranthus micranthus,MacFarlane_2016_row_names.csv; Williams_1996_Marsden_row_names.csv; Wyman_2017_row_names.csv
loreya arborescens,Gorchov_1995_row_names.csv
lotus corniculatus,Jaroszewicz_2013_row_names.csv
lotus pedunculatus,M_SD_031_row_names.csv
ludwigia leptocarpa,Nogales_2017_row_names.csv
luzula campestris,Jaroszewicz_2013_row_names.csv
luzula multiflora,Jaroszewicz_2013_row_names.csv
lycianthes arias-arone2016 unidsp 1,Arias_Arone_2016_row_names.csv
lycianthes blake1992 unidsp 084,Blake_1992_row_names.csv
lycianthes geminiflora,Hernandez_Montero_2015_B4_Dry_row_names.csv; Hernandez_Montero_2015_B4_Norte_row_names.csv
lycianthes multiflora,Palmeirim_1989_row_names.csv
lycianthes zamora-delgado2008 unidsp 62,Zamora_Delgado_2008_row_names.csv
lycium afrum,Castley_2001_row_names.csv
lycopersicon esculentum,Engel_2000_row_names.csv
lycopus europaeus,Jaroszewicz_2013_row_names.csv
lysimachia vulgaris,Jaroszewicz_2013_row_names.csv
lythrum salicaria,Jaroszewicz_2013_row_names.csv
macaranga gigantea,Suzuki_2007_row_names.csv
machilus japonica,Chen_1999_row_names.csv
machilus thunbergii,Chen_1999_row_names.csv; Noma_1997_row_names.csv
machilus zuihoensis,Chen_1999_row_names.csv
maclura tinctoria,Athie_2009_row_names.csv; Brito_2010_row_names.csv; Faria_1996_row_names.csv; Fleming_1977_row_names.csv; Garcia_Morales_2012_row_names.csv; Munin_2012_row_names.csv; Ramos_Robles_2016_net7_row_names.csv; Ramos_Robles_2016_net8_row_names.csv; Sanchez_2012_Iguazu_row_names.csv
macrotyloma uniflorum,Engel_2000_row_names.csv
maesa lanceolata,M_SD_034_row_names.csv
maesa tenera,Chen_1999_row_names.csv
magnolia baillonii,Suzuki_2007_row_names.csv
