Species,Networks
episyrphus sp1 m_pl_068,M_PL_060_09_column_names.csv
episyrphus sp1 m_pl_070,M_PL_060_11_column_names.csv
episyrphus sp1 m_pl_071,M_PL_060_12_column_names.csv
episyrphus sp1 m_pl_073,M_PL_060_14_column_names.csv
episyrphus sp1 m_pl_074,M_PL_060_15_column_names.csv
episyrphus sp1 m_pl_075,M_PL_060_16_column_names.csv
episyrphus sp1 m_pl_076,M_PL_060_17_column_names.csv
episyrphus sp1 m_pl_080,M_PL_060_21_column_names.csv
episyrphus sp1 m_pl_081,M_PL_060_22_column_names.csv
episyrphus sp1 m_pl_082,M_PL_060_23_column_names.csv
epuraea commutata,M_PL_044_column_names.csv
epuraea dentipes,M_PL_044_column_names.csv
epuraea fergeri,M_PL_056_column_names.csv
epuraea sp1 m_pl_056,M_PL_056_column_names.csv
epuraea sp1 m_pl_057,M_PL_057_column_names.csv
eremomyioides setosa,M_PL_004_column_names.csv
eriocnemis derbyi,M_PL_068_column_names.csv
eriocnemis mosquera,M_PL_068_column_names.csv
eriothrix rufomaculata,M_PL_006_column_names.csv; M_PL_007_column_names.csv; M_PL_017_column_names.csv
eristalinus arvorumsp,M_PL_044_column_names.csv
eristalinus flaveolus,M_PL_060_01_column_names.csv; M_PL_060_02_column_names.csv; M_PL_060_03_column_names.csv; M_PL_060_04_column_names.csv; M_PL_060_05_column_names.csv; M_PL_060_06_column_names.csv; M_PL_060_08_column_names.csv; M_PL_060_09_column_names.csv; M_PL_060_11_column_names.csv; M_PL_060_12_column_names.csv; M_PL_060_13_column_names.csv; M_PL_060_15_column_names.csv; M_PL_060_16_column_names.csv; M_PL_060_17_column_names.csv; M_PL_060_18_column_names.csv; M_PL_060_23_column_names.csv; M_PL_060_24_column_names.csv
eristalinus quinquestriatum,M_PL_044_column_names.csv
eristalinus sepulcharius,M_PL_006_column_names.csv
eristalinus vicarians,M_PL_061_02_column_names.csv; M_PL_061_05_column_names.csv; M_PL_061_09_column_names.csv; M_PL_061_12_column_names.csv; M_PL_061_18_column_names.csv; M_PL_061_22_column_names.csv; M_PL_061_27_column_names.csv; M_PL_061_29_column_names.csv; M_PL_061_39_column_names.csv; M_PL_061_40_column_names.csv; M_PL_061_44_column_names.csv; M_PL_061_46_column_names.csv; M_PL_061_48_column_names.csv
eristalinus viridis,M_PL_044_column_names.csv; M_PL_055_column_names.csv
eristalis cerealis,M_PL_054_column_names.csv; M_PL_055_column_names.csv; M_PL_056_column_names.csv; M_PL_057_column_names.csv
eristalis dimidiata,M_PL_033_column_names.csv
eristalis intricarius,M_PL_006_column_names.csv; M_PL_007_column_names.csv
eristalis kyokoae,M_PL_055_column_names.csv
eristalis nemorum,M_PL_006_column_names.csv; M_PL_007_column_names.csv
eristalis pertinax,M_PL_006_column_names.csv; M_PL_017_column_names.csv
eristalis tenax,M_PL_006_column_names.csv; M_PL_007_column_names.csv; M_PL_017_column_names.csv; M_PL_019_column_names.csv; M_PL_044_column_names.csv; M_PL_056_column_names.csv
eristalodes seychellarum,M_PL_061_39_column_names.csv
eristalomya tenax,M_PL_054_column_names.csv; M_PL_057_column_names.csv
eristatinus viridis,M_PL_055_column_names.csv
eristatis cerealis,M_PL_057_column_names.csv
erynnis montanus,M_PL_057_column_names.csv
euapis basalis,M_PL_054_column_names.csv
eucera sp1 m_pl_058,M_PL_058_column_names.csv
eucetonia pilifera,M_PL_054_column_names.csv; M_PL_057_column_names.csv
eucetonia roelofsi,M_PL_057_column_names.csv
euchlo creusa lotta,M_PL_025_column_names.csv
euctenurapteryx maculicaudaria,M_PL_057_column_names.csv
eudasyphora cyanicolor,M_PL_004_column_names.csv
eudorilas cruciator,M_PL_055_column_names.csv
eugenes fulgens,M_PL_070_column_names.csv
eumenes decorata,M_PL_054_column_names.csv
eumenes micado,M_PL_055_column_names.csv
eumenes rubronotatus,M_PL_054_column_names.csv; M_PL_057_column_names.csv
eumenes samurai,M_PL_055_column_names.csv
eumerus iidai,M_PL_057_column_names.csv
eumerus japonica,M_PL_057_column_names.csv
eumerus okinawaensis,M_PL_044_column_names.csv
eumicromus confusus,M_PL_044_column_names.csv
eumolpinae sp1 m_pl_064,M_PL_060_05_column_names.csv
eumolpinae sp1 m_pl_075,M_PL_060_16_column_names.csv
eumolpinae sp1 m_pl_077,M_PL_060_18_column_names.csv
eumolpinae sp2 m_pl_075,M_PL_060_16_column_names.csv
euodynerus cylindricus,M_PL_061_07_column_names.csv
eupeodes corollae,M_PL_044_column_names.csv
eupeodes curtus,M_PL_045_column_names.csv
eupeodes luniger,M_PL_045_column_names.csv
eupetomena macroura,M_PL_063_column_names.csv; M_PL_067_column_names.csv; M_PL_074_07_column_names.csv; M_PL_074_08_column_names.csv; M_PL_074_09_column_names.csv; M_PL_074_11_column_names.csv; M_PL_074_13_column_names.csv; M_PL_074_17_column_names.csv
eupoasca polyphemus,M_PL_044_column_names.csv
eupogonomyia probilofensis,M_PL_024_column_names.csv
eupyses vestris,M_PL_004_column_names.csv
eurema hecabe,M_PL_054_column_names.csv; M_PL_055_column_names.csv; M_PL_057_column_names.csv
euricania fascialis,M_PL_057_column_names.csv
euricania ocellus,M_PL_044_column_names.csv
eurydema rugosum,M_PL_055_column_names.csv
euryglossa sp1 m_pl_019,M_PL_019_column_names.csv
euryglossa sp2 m_pl_019,M_PL_019_column_names.csv
euryglossa sp3 m_pl_019,M_PL_019_column_names.csv
eurystylus coelestialium,M_PL_054_column_names.csv; M_PL_057_column_names.csv
eurystylus sauteri,M_PL_044_column_names.csv
euscartopsis zonalis,M_PL_044_column_names.csv
euseboides matsudai,M_PL_044_column_names.csv
eusphalerum convexum,M_PL_004_column_names.csv
eusphalerum parallelum,M_PL_054_column_names.csv; M_PL_056_column_names.csv; M_PL_057_column_names.csv
eusphalerum phothos,M_PL_004_column_names.csv
eusphalerum sp1 m_pl_004,M_PL_004_column_names.csv
eutachina sp1 m_pl_055,M_PL_055_column_names.csv
eutoxeres aquila,M_PL_074_03_column_names.csv
eutrichosiphum pasaniae,M_PL_044_column_names.csv
everes argiades,M_PL_054_column_names.csv; M_PL_055_column_names.csv
evodinus monticola,M_PL_004_column_names.csv
evylaeus divergens,M_PL_004_column_names.csv
evylaeus macoupinensis,M_PL_025_column_names.csv
evylaeus quebecensis,M_PL_004_column_names.csv
evylaeus sp1 m_pl_051,M_PL_051_column_names.csv
exonera sp1 m_pl_019,M_PL_019_column_names.csv
exosoma amamiense,M_PL_044_column_names.csv
exptochiomera japonica,M_PL_044_column_names.csv
eyzarcoris guttiger,M_PL_057_column_names.csv
fannia pusio,M_PL_060_01_column_names.csv; M_PL_060_02_column_names.csv; M_PL_060_03_column_names.csv; M_PL_060_04_column_names.csv; M_PL_060_05_column_names.csv; M_PL_060_07_column_names.csv; M_PL_060_08_column_names.csv; M_PL_060_13_column_names.csv; M_PL_060_14_column_names.csv; M_PL_060_15_column_names.csv; M_PL_060_16_column_names.csv; M_PL_060_17_column_names.csv; M_PL_060_18_column_names.csv; M_PL_060_22_column_names.csv; M_PL_060_24_column_names.csv
fannia ungulata,M_PL_004_column_names.csv
florisuga fusca,M_PL_063_column_names.csv; M_PL_074_07_column_names.csv; M_PL_074_08_column_names.csv; M_PL_074_10_column_names.csv; M_PL_074_11_column_names.csv; M_PL_074_13_column_names.csv; M_PL_074_18_column_names.csv
florisuga mellivora,M_PL_071_column_names.csv; M_PL_074_01_column_names.csv; M_PL_074_02_column_names.csv; M_PL_074_04_column_names.csv; M_PL_074_05_column_names.csv; M_PL_074_06_column_names.csv; M_PL_074_16_column_names.csv
forcipomyia litoraurea,M_PL_061_38_column_names.csv
forcipomyia sp1 m_pl_096,M_PL_061_13_column_names.csv
forcipomyia sp1 m_pl_098,M_PL_061_15_column_names.csv
forcipomyia sp1 m_pl_099,M_PL_061_16_column_names.csv
forcipomyia sp1 m_pl_103,M_PL_061_20_column_names.csv
forcipomyia sp1 m_pl_106,M_PL_061_23_column_names.csv
forcipomyia sp1 m_pl_121,M_PL_061_38_column_names.csv
forcipomyia sp1 m_pl_128,M_PL_061_45_column_names.csv
forcipomyia sp1 m_pl_130,M_PL_061_47_column_names.csv
forficula mikado,M_PL_056_column_names.csv
formica japonica,M_PL_054_column_names.csv; M_PL_057_column_names.csv
formica sp1 m_pl_057,M_PL_057_column_names.csv
formicidae sp1 m_pl_057,M_PL_057_column_names.csv
formosopyrrhona satoi,M_PL_044_column_names.csv
foudia madagascariensis,M_PL_060_06_column_names.csv; M_PL_061_19_column_names.csv
galerucella vittaticollis,M_PL_057_column_names.csv
ganoxanthus pallidus,M_PL_057_column_names.csv
gargara genistae,M_PL_044_column_names.csv
geisha distinctissima,M_PL_044_column_names.csv
gelechiidae sp1 m_pl_057,M_PL_057_column_names.csv
gelechioidea sp1 m_pl_065,M_PL_060_06_column_names.csv
gelechioidea sp1 m_pl_073,M_PL_060_14_column_names.csv
gelechioidea sp1 m_pl_074,M_PL_060_15_column_names.csv
gelechioidea sp1 m_pl_075,M_PL_060_16_column_names.csv
gelechioidea sp1 m_pl_076,M_PL_060_17_column_names.csv
gelechioidea sp2 m_pl_074,M_PL_060_15_column_names.csv
gelechioidea sp2 m_pl_076,M_PL_060_17_column_names.csv
geocoris varius,M_PL_057_column_names.csv
geron seychellarum,M_PL_061_01_column_names.csv; M_PL_061_02_column_names.csv; M_PL_061_05_column_names.csv; M_PL_061_08_column_names.csv
glaucias subpunctatus,M_PL_044_column_names.csv
glaucis hirsutus,M_PL_074_04_column_names.csv; M_PL_074_06_column_names.csv; M_PL_074_08_column_names.csv; M_PL_074_13_column_names.csv; M_PL_074_18_column_names.csv
glenea chlorospila,M_PL_044_column_names.csv
glyphipterix nigromarginata,M_PL_056_column_names.csv
gnorimus subopacus,M_PL_056_column_names.csv
gonepteryx aspasia,M_PL_056_column_names.csv
gonia sp1 m_pl_025,M_PL_025_column_names.csv
gormnosoma rotundatum,M_PL_057_column_names.csv
gorpis sp1 m_pl_057,M_PL_057_column_names.csv
grammographus notabilis,M_PL_057_column_names.csv
graphium sarpedon nipponum,M_PL_044_column_names.csv; M_PL_054_column_names.csv
graphomya maculata,M_PL_057_column_names.csv; M_PL_060_03_column_names.csv; M_PL_060_04_column_names.csv; M_PL_060_09_column_names.csv; M_PL_060_10_column_names.csv; M_PL_060_12_column_names.csv; M_PL_060_13_column_names.csv
graphomyia rufitibia,M_PL_055_column_names.csv
graphosoma rubrolineatum,M_PL_044_column_names.csv
graptomyza ishikawai,M_PL_057_column_names.csv
gymnosoma rotundatum,M_PL_054_column_names.csv; M_PL_057_column_names.csv
gymnosoma sp1 m_pl_055,M_PL_055_column_names.csv
habroloma liukiuense,M_PL_044_column_names.csv
habroloma nixillum insulicola,M_PL_044_column_names.csv
halictid sp1 m_pl_025,M_PL_025_column_names.csv
halictus aerarius,M_PL_054_column_names.csv
halictus confusus,M_PL_004_column_names.csv; M_PL_073_column_names.csv
halictus gemmeus,M_PL_058_column_names.csv
halictus pyrenaicus,M_PL_058_column_names.csv
halictus rubicundus,M_PL_004_column_names.csv
halictus sp1 m_pl_058,M_PL_058_column_names.csv
halticiellus insulatis,M_PL_044_column_names.csv
halyctus sp1 m_pl_058,M_PL_058_column_names.csv
haplophaedia aureliae,M_PL_074_03_column_names.csv
haplophaedia lugens,M_PL_074_02_column_names.csv
haplothrips sp1 m_pl_055,M_PL_055_column_names.csv
haptoncurina motschulskii,M_PL_044_column_names.csv
haptoncus concolorsp,M_PL_044_column_names.csv
haptoncus luteolussp,M_PL_044_column_names.csv
harima callipteris,M_PL_057_column_names.csv
harmonia axyridis,M_PL_056_column_names.csv; M_PL_057_column_names.csv
harmonia yedoensis,M_PL_044_column_names.csv
harpalus sp1 m_pl_057,M_PL_057_column_names.csv
hayekpenthes pallidus,M_PL_044_column_names.csv
heliangelus amethysticollis,M_PL_074_12_column_names.csv
heliangelus exortis,M_PL_074_03_column_names.csv
heliangelus strophianus,M_PL_074_02_column_names.csv
helina sp1 m_pl_019,M_PL_019_column_names.csv
helina sp1 m_pl_055,M_PL_055_column_names.csv
helina sp2 m_pl_019,M_PL_019_column_names.csv
helina sp2 m_pl_055,M_PL_055_column_names.csv
helina sp3 m_pl_055,M_PL_055_column_names.csv
helina sp4 m_pl_055,M_PL_055_column_names.csv
heliodoxa aurescens,M_PL_074_06_column_names.csv
heliodoxa imperatrix,M_PL_074_01_column_names.csv; M_PL_074_02_column_names.csv
heliodoxa jacula,M_PL_074_02_column_names.csv; M_PL_074_05_column_names.csv
heliodoxa rubinoides,M_PL_074_01_column_names.csv; M_PL_074_02_column_names.csv; M_PL_074_03_column_names.csv
heliomaster constantii,M_PL_065_column_names.csv
heliomaster squamosus,M_PL_067_column_names.csv; M_PL_074_11_column_names.csv; M_PL_074_18_column_names.csv
helophilus fasciatus,M_PL_033_column_names.csv
helophilus laetus,M_PL_033_column_names.csv
helophilus latifrons,M_PL_033_column_names.csv
helophilus pendulus,M_PL_017_column_names.csv
helophilus sp1 m_pl_006,M_PL_006_column_names.csv
helophilus sp1 m_pl_007,M_PL_007_column_names.csv
helophilus trivittatus,M_PL_006_column_names.csv; M_PL_017_column_names.csv
helophilus virgatus,M_PL_054_column_names.csv; M_PL_055_column_names.csv; M_PL_056_column_names.csv; M_PL_057_column_names.csv
helorus coruscus,M_PL_058_column_names.csv
hemaris affinis,M_PL_057_column_names.csv
hemipepsis hilaris,M_PL_013_column_names.csv
hemipyrellia germana,M_PL_061_02_column_names.csv; M_PL_061_05_column_names.csv; M_PL_061_06_column_names.csv; M_PL_061_07_column_names.csv; M_PL_061_08_column_names.csv; M_PL_061_11_column_names.csv; M_PL_061_12_column_names.csv; M_PL_061_13_column_names.csv; M_PL_061_14_column_names.csv; M_PL_061_15_column_names.csv; M_PL_061_16_column_names.csv; M_PL_061_20_column_names.csv; M_PL_061_22_column_names.csv; M_PL_061_23_column_names.csv; M_PL_061_24_column_names.csv; M_PL_061_25_column_names.csv; M_PL_061_26_column_names.csv; M_PL_061_28_column_names.csv; M_PL_061_29_column_names.csv; M_PL_061_30_column_names.csv; M_PL_061_31_column_names.csv; M_PL_061_32_column_names.csv; M_PL_061_36_column_names.csv; M_PL_061_37_column_names.csv; M_PL_061_38_column_names.csv; M_PL_061_39_column_names.csv; M_PL_061_40_column_names.csv; M_PL_061_43_column_names.csv; M_PL_061_45_column_names.csv; M_PL_061_46_column_names.csv; M_PL_061_47_column_names.csv; M_PL_061_48_column_names.csv
hemipyrellia sp1 m_pl_086,M_PL_061_03_column_names.csv
hemipyrellia sp1 m_pl_087,M_PL_061_04_column_names.csv
hemipyrellia sp1 m_pl_088,M_PL_061_05_column_names.csv
hemipyrellia sp1 m_pl_093,M_PL_061_10_column_names.csv
hemipyrellia sp1 m_pl_095,M_PL_061_12_column_names.csv
hemipyrellia sp1 m_pl_097,M_PL_061_14_column_names.csv
hemipyrellia sp1 m_pl_098,M_PL_061_15_column_names.csv
hemipyrellia sp1 m_pl_106,M_PL_061_23_column_names.csv
hemipyrellia sp1 m_pl_107,M_PL_061_24_column_names.csv
hemipyrellia sp1 m_pl_108,M_PL_061_25_column_names.csv
hemipyrellia sp1 m_pl_109,M_PL_061_26_column_names.csv
hemipyrellia sp1 m_pl_110,M_PL_061_27_column_names.csv
hemipyrellia sp1 m_pl_111,M_PL_061_28_column_names.csv
hemipyrellia sp1 m_pl_112,M_PL_061_29_column_names.csv
hemipyrellia sp1 m_pl_114,M_PL_061_31_column_names.csv
hemipyrellia sp1 m_pl_115,M_PL_061_32_column_names.csv
hemipyrellia sp1 m_pl_118,M_PL_061_35_column_names.csv
hemipyrellia sp1 m_pl_119,M_PL_061_36_column_names.csv
hemipyrellia sp1 m_pl_123,M_PL_061_40_column_names.csv
hemipyrellia sp1 m_pl_126,M_PL_061_43_column_names.csv
hemipyrellia sp1 m_pl_127,M_PL_061_44_column_names.csv
hemipyrellia sp1 m_pl_129,M_PL_061_46_column_names.csv
hemipyrellia sp1 m_pl_130,M_PL_061_47_column_names.csv
hemipyrellia sp1 m_pl_131,M_PL_061_48_column_names.csv
hemipyxis cinctipennis,M_PL_044_column_names.csv
henotesia narcissus,M_PL_060_01_column_names.csv; M_PL_060_02_column_names.csv; M_PL_060_03_column_names.csv; M_PL_060_05_column_names.csv; M_PL_060_09_column_names.csv; M_PL_060_13_column_names.csv; M_PL_060_14_column_names.csv; M_PL_060_16_column_names.csv
hespera lomasa,M_PL_044_column_names.csv
heteroptera sp23 m_pl_013,M_PL_013_column_names.csv
heteroptera sp45 m_pl_051,M_PL_051_column_names.csv
heterosarus sp1 m_pl_051,M_PL_051_column_names.csv
hetophilus virgatus,M_PL_055_column_names.csv
hippotion eson,M_PL_060_06_column_names.csv; M_PL_060_07_column_names.csv; M_PL_060_08_column_names.csv; M_PL_060_23_column_names.csv
homoecerus annulatus,M_PL_013_column_names.csv
homoeocerus dilatatus,M_PL_057_column_names.csv
homoneura extera,M_PL_055_column_names.csv
homoneura quadrivittata,M_PL_060_01_column_names.csv
homoneura sp1 m_pl_055,M_PL_055_column_names.csv
homoneura sp1 m_pl_061,M_PL_060_02_column_names.csv
homoneura sp1 m_pl_062,M_PL_060_03_column_names.csv
homoneura sp1 m_pl_063,M_PL_060_04_column_names.csv
homoneura sp1 m_pl_064,M_PL_060_05_column_names.csv
homoneura sp1 m_pl_072,M_PL_060_13_column_names.csv
homoneura sp2 m_pl_055,M_PL_055_column_names.csv
homoneura sp2 m_pl_072,M_PL_060_13_column_names.csv
hoplia communis,M_PL_056_column_names.csv
hoplia moerens,M_PL_056_column_names.csv
hoplitis producta,M_PL_004_column_names.csv
hoshihananomia perlata,M_PL_056_column_names.csv
hotaria parvula,M_PL_057_column_names.csv
hyadina sp1 m_pl_062,M_PL_060_03_column_names.csv
hyadina sp1 m_pl_068,M_PL_060_09_column_names.csv
hybomitra minuscula,M_PL_033_column_names.csv
hybomitra typhus,M_PL_033_column_names.csv
hydrellia sp1 m_pl_019,M_PL_019_column_names.csv
hydrillodes sp1 m_pl_063,M_PL_060_04_column_names.csv
hydrillodes sp1 m_pl_069,M_PL_060_10_column_names.csv
hydrometra procera,M_PL_055_column_names.csv
hydropsychoides sp1 m_pl_044,M_PL_044_column_names.csv
hydropsychoides sp2 m_pl_044,M_PL_044_column_names.csv
hydrotaea fuliginosa,M_PL_060_14_column_names.csv
hylaeus basalis,M_PL_004_column_names.csv
hylaeus ellipticus,M_PL_004_column_names.csv
hylaeus floralis,M_PL_054_column_names.csv; M_PL_055_column_names.csv; M_PL_057_column_names.csv
hylaeus globula,M_PL_057_column_names.csv
hylaeus insularum,M_PL_044_column_names.csv
hylaeus macilentus,M_PL_055_column_names.csv
hylaeus nigritus,M_PL_058_column_names.csv
hylaeus nippon,M_PL_054_column_names.csv; M_PL_057_column_names.csv
hylaeus noomen,M_PL_055_column_names.csv
hylaeus paradifformis,M_PL_056_column_names.csv
hylaeus semipersonatus,M_PL_019_column_names.csv
hylaeus sp1 m_pl_019,M_PL_019_column_names.csv
hylaeus sp1 m_pl_073,M_PL_073_column_names.csv
hylaeus sp2 m_pl_058,M_PL_058_column_names.csv
hylaeus stevensi,M_PL_004_column_names.csv
hylaeus submonticola,M_PL_057_column_names.csv
hylaeus thoracius,M_PL_056_column_names.csv
hylaeus variegatus,M_PL_058_column_names.csv
hylema platura,M_PL_025_column_names.csv
hylocharis chrysura,M_PL_074_11_column_names.csv
hylocharis cyanus,M_PL_074_07_column_names.csv; M_PL_074_08_column_names.csv; M_PL_074_13_column_names.csv; M_PL_074_18_column_names.csv
hylocharis leucotis,M_PL_070_column_names.csv
hymenia recurvalis,M_PL_044_column_names.csv
hymenoptera sp1 m_pl_109,M_PL_061_26_column_names.csv
hymenoptera sp383 m_pl_057,M_PL_057_column_names.csv
hymenoptera sp384 m_pl_057,M_PL_057_column_names.csv
hymenoptera sp39 m_pl_017,M_PL_017_column_names.csv
hymenoptera sp4 m_pl_013,M_PL_013_column_names.csv
hymenoptera sp4 m_pl_092,M_PL_061_09_column_names.csv
hymenoptera sp41 m_pl_017,M_PL_017_column_names.csv
hymenoptera sp42 m_pl_017,M_PL_017_column_names.csv
hymenoptera sp5 m_pl_013,M_PL_013_column_names.csv
hymenoptera sp5 m_pl_089,M_PL_061_06_column_names.csv
hymenoptera sp5 m_pl_128,M_PL_061_45_column_names.csv
hymenoptera sp51 m_pl_051,M_PL_051_column_names.csv
hymenoptera sp52 m_pl_051,M_PL_051_column_names.csv
hymenoptera sp6 m_pl_013,M_PL_013_column_names.csv
hymerria recurvalis,M_PL_055_column_names.csv
hyperalonia tantalus,M_PL_044_column_names.csv
hyperaspis hottentota,M_PL_060_09_column_names.csv
hyphesma sp1 m_pl_019,M_PL_019_column_names.csv
idiocerus sp1 m_pl_044,M_PL_044_column_names.csv
idiostrangalia contracta,M_PL_057_column_names.csv
ilespinae sp1 m_pl_057,M_PL_057_column_names.csv
illeis koebelei,M_PL_057_column_names.csv
imatisma abdominalis,M_PL_057_column_names.csv
inachis io,M_PL_056_column_names.csv
incurviseta sp1 m_pl_019,M_PL_019_column_names.csv
incurviseta sp2 m_pl_019,M_PL_019_column_names.csv
involvutus ilosus,M_PL_055_column_names.csv
ischiodon aegyptius,M_PL_060_01_column_names.csv; M_PL_060_03_column_names.csv; M_PL_060_04_column_names.csv; M_PL_060_05_column_names.csv; M_PL_060_06_column_names.csv; M_PL_060_07_column_names.csv; M_PL_060_08_column_names.csv; M_PL_060_16_column_names.csv; M_PL_060_17_column_names.csv; M_PL_060_18_column_names.csv
ischirosyrphus sp1 m_pl_044,M_PL_044_column_names.csv
ischnura asiatica,M_PL_055_column_names.csv
ischyrosyrphus glaucius,M_PL_056_column_names.csv
ischyrosyrphus laternarius,M_PL_056_column_names.csv
isodontia nigella,M_PL_044_column_names.csv
ivela auripes,M_PL_054_column_names.csv
jmatisma abdominalis,M_PL_057_column_names.csv
judolia montivagans,M_PL_004_column_names.csv
jujiroa sp1 m_pl_057,M_PL_057_column_names.csv
kandyosilis mucronata,M_PL_044_column_names.csv
lachesilla sp1 m_pl_044,M_PL_044_column_names.csv
lafresnaya lafresnayi,M_PL_068_column_names.csv; M_PL_074_03_column_names.csv; M_PL_074_12_column_names.csv
lagidina ptatyeerus,M_PL_055_column_names.csv
lampides boeticus,M_PL_061_05_column_names.csv; M_PL_061_40_column_names.csv
lampornis amethystinus,M_PL_074_15_column_names.csv
lampornis clemenciae,M_PL_070_column_names.csv
lampornis viridipallens,M_PL_074_14_column_names.csv; M_PL_074_15_column_names.csv
lamprolaima rhami,M_PL_074_15_column_names.csv
languriomorpha lewisi,M_PL_057_column_names.csv
languriomorpha nigritarsis,M_PL_057_column_names.csv
larra sp1 m_pl_055,M_PL_055_column_names.csv
lasiogfossum apristum,M_PL_056_column_names.csv
lasiogfossum laeviventre,M_PL_056_column_names.csv
lasiogfossum problematicum,M_PL_056_column_names.csv
lasiogiossum japonicum,M_PL_054_column_names.csv; M_PL_057_column_names.csv
lasiogiossum proximatum,M_PL_054_column_names.csv
lasioglossum affine,M_PL_055_column_names.csv
lasioglossum albipes,M_PL_056_column_names.csv
lasioglossum allodalum,M_PL_055_column_names.csv; M_PL_057_column_names.csv
lasioglossum amamiensis,M_PL_044_column_names.csv
lasioglossum apristum,M_PL_056_column_names.csv; M_PL_057_column_names.csv
lasioglossum atroglaucum,M_PL_056_column_names.csv
lasioglossum baleicum,M_PL_054_column_names.csv; M_PL_057_column_names.csv
lasioglossum birkmani,M_PL_073_column_names.csv
lasioglossum calceatum,M_PL_006_column_names.csv; M_PL_007_column_names.csv
lasioglossum cressonii,M_PL_073_column_names.csv
lasioglossum duplex,M_PL_054_column_names.csv
lasioglossum ephialtum,M_PL_073_column_names.csv
lasioglossum exiliceps,M_PL_054_column_names.csv; M_PL_055_column_names.csv; M_PL_057_column_names.csv
lasioglossum fuscipenne,M_PL_073_column_names.csv
lasioglossum gorkiense,M_PL_055_column_names.csv
lasioglossum harmandi,M_PL_056_column_names.csv
lasioglossum hirashimae,M_PL_057_column_names.csv
lasioglossum hitchensi,M_PL_073_column_names.csv
lasioglossum imitatum,M_PL_073_column_names.csv
lasioglossum japonicum,M_PL_054_column_names.csv; M_PL_055_column_names.csv; M_PL_057_column_names.csv
lasioglossum laeviventre,M_PL_056_column_names.csv
lasioglossum leucozonium,M_PL_006_column_names.csv
lasioglossum macoupinens,M_PL_073_column_names.csv
lasioglossum mahense,M_PL_061_01_column_names.csv; M_PL_061_02_column_names.csv; M_PL_061_03_column_names.csv; M_PL_061_04_column_names.csv; M_PL_061_05_column_names.csv; M_PL_061_06_column_names.csv; M_PL_061_07_column_names.csv; M_PL_061_08_column_names.csv; M_PL_061_09_column_names.csv; M_PL_061_10_column_names.csv; M_PL_061_11_column_names.csv; M_PL_061_12_column_names.csv; M_PL_061_13_column_names.csv; M_PL_061_14_column_names.csv; M_PL_061_15_column_names.csv; M_PL_061_16_column_names.csv; M_PL_061_17_column_names.csv; M_PL_061_18_column_names.csv; M_PL_061_19_column_names.csv; M_PL_061_20_column_names.csv; M_PL_061_21_column_names.csv; M_PL_061_22_column_names.csv; M_PL_061_23_column_names.csv; M_PL_061_24_column_names.csv; M_PL_061_25_column_names.csv; M_PL_061_26_column_names.csv; M_PL_061_27_column_names.csv; M_PL_061_28_column_names.csv; M_PL_061_29_column_names.csv; M_PL_061_30_column_names.csv; M_PL_061_31_column_names.csv; M_PL_061_32_column_names.csv; M_PL_061_35_column_names.csv; M_PL_061_36_column_names.csv; M_PL_061_37_column_names.csv; M_PL_061_38_column_names.csv; M_PL_061_39_column_names.csv; M_PL_061_40_column_names.csv; M_PL_061_43_column_names.csv; M_PL_061_44_column_names.csv; M_PL_061_45_column_names.csv; M_PL_061_46_column_names.csv; M_PL_061_47_column_names.csv; M_PL_061_48_column_names.csv
lasioglossum mutilum,M_PL_054_column_names.csv; M_PL_055_column_names.csv
lasioglossum nipponense,M_PL_056_column_names.csv; M_PL_057_column_names.csv
lasioglossum nutilum,M_PL_044_column_names.csv
lasioglossum oblongum,M_PL_073_column_names.csv
lasioglossum obscurum,M_PL_073_column_names.csv
lasioglossum occidens,M_PL_054_column_names.csv; M_PL_057_column_names.csv
lasioglossum percrassicepes,M_PL_055_column_names.csv
lasioglossum problematicum,M_PL_056_column_names.csv; M_PL_057_column_names.csv
lasioglossum proximatum,M_PL_054_column_names.csv; M_PL_056_column_names.csv
lasioglossum quebecense,M_PL_073_column_names.csv
lasioglossum scitulum,M_PL_054_column_names.csv; M_PL_055_column_names.csv
lasioglossum sexstrigatum,M_PL_057_column_names.csv
lasioglossum sibiriacum,M_PL_054_column_names.csv; M_PL_055_column_names.csv; M_PL_057_column_names.csv
lasioglossum sp k1,M_PL_056_column_names.csv
lasioglossum sp k2,M_PL_056_column_names.csv
lasioglossum sp1 m_pl_019,M_PL_019_column_names.csv
lasioglossum sp1 m_pl_044,M_PL_044_column_names.csv
lasioglossum sp1 m_pl_054,M_PL_054_column_names.csv
lasioglossum sp1 m_pl_056,M_PL_056_column_names.csv
lasioglossum sp1 m_pl_057,M_PL_057_column_names.csv
lasioglossum sp1 m_pl_058,M_PL_058_column_names.csv
lasioglossum sp1 m_pl_073,M_PL_073_column_names.csv
lasioglossum sp10 m_pl_019,M_PL_019_column_names.csv
lasioglossum sp10 m_pl_057,M_PL_057_column_names.csv
lasioglossum sp11 m_pl_019,M_PL_019_column_names.csv
lasioglossum sp11 m_pl_057,M_PL_057_column_names.csv
lasioglossum sp12 m_pl_057,M_PL_057_column_names.csv
lasioglossum sp2 m_pl_019,M_PL_019_column_names.csv
lasioglossum sp2 m_pl_044,M_PL_044_column_names.csv
lasioglossum sp2 m_pl_054,M_PL_054_column_names.csv
